200 2557478700.0 2557031918.0 2559037516.0 2558738812.0 2559223520.0 2557350530.0 2558454542.0 2559058572.0 2559749038.0 2558444910.0
400 2538387404.0 2537220476.0 2536755788.0 2538083842.0 2537899168.0 2538889654.0 2546051956.0 2537621198.0 2538976104.0 2538775820.0
800 2540964678.0 2537641302.0 2537931536.0 2538988830.0 2537433668.0 2536577918.0 2536751154.0 2532592286.0 2538228602.0 2536401420.0
1000 2477606068.0 2475699870.0 2478538090.0 2477344940.0 2478396690.0 2490012854.0 2477655320.0 2477404608.0 2468880316.0 2478165228.0
1200 2495685038.0 2498738564.0 2497564062.0 2497238464.0 2496518486.0 2495825990.0 2504406534.0 2496964036.0 2496976006.0 2497020232.0
1400 2496437286.0 2496176088.0 2486028552.0 2495403792.0 2495030510.0 2481302376.0 2494864554.0 2502272458.0 2493204434.0 2495308872.0
1600 2529359000.0 2531109014.0 2530520090.0 2532300162.0 2528802598.0 2531382854.0 2529912826.0 2531685030.0 2532640054.0 2520975618.0
1800 2487283442.0 2492216314.0 2487652524.0 2487465526.0 2486493226.0 2482524142.0 2486021692.0 2493489502.0 2485448532.0 2474287620.0
1900 2423413902.0 2432461038.0 2432844988.0 2432599568.0 2421495104.0 2424681714.0 2432748654.0 2432624488.0 2435077414.0 2436284018.0
2000 2334929296.0 2475144490.0 2496302032.0 2343304376.0 2349009124.0 2412198642.0 2345250166.0 2310389130.0 2323583318.0 2327439492.0
2100 1675639070.0 1516323760.0 1613336116.0 1586803960.0 1786526406.0 1631990304.0 1539470394.0 1686574498.0 1618658622.0 1608130146.0
