200 414820.0 1333374.0 383264.0 1066058.0 446432.0 1505602.0 710360.0 390250.0 435288.0 654640.0
400 505302.0 1117746.0 1206772.0 608496.0 903434.0 556584.0 835828.0 1115254.0 547344.0 628054.0
800 1182650.0 991270.0 1048068.0 978054.0 955094.0 1178828.0 1059198.0 1048404.0 1660078.0 1534372.0
1000 1551690.0 1557024.0 1374534.0 1372910.0 1411368.0 1344854.0 1356712.0 1497832.0 1172206.0 1492260.0
1200 4580324.0 1898358.0 2449230.0 1547182.0 2871694.0 1524362.0 1738856.0 2167774.0 1720054.0 2020382.0
1400 4139604.0 3245074.0 3314304.0 3114860.0 4125478.0 3246222.0 3661210.0 2592996.0 3355800.0 3237262.0
1600 5652752.0 5171124.0 7478380.0 5270356.0 6291110.0 5934586.0 5698224.0 6489910.0 5863452.0 6181084.0
1800 10338230.0 9483362.0 11698022.0 10552766.0 12134808.0 10641344.0 10159884.0 9490460.0 27855688.0 10531220.0
1900 17558688.0 15088598.0 23504250.0 15894536.0 14344050.0 12665310.0 13056386.0 28408870.0 22730428.0 23861614.0
2000 128342956.0 56638190.0 36893766.0 48172488.0 56979216.0 44244018.0 102566856.0 76702430.0 66467380.0 85494374.0
2100 738540404.0 911933582.0 740891438.0 966986538.0 787135832.0 911605898.0 890043434.0 745526292.0 839322148.0 818125462.0
