0 715818250.0 731256722.0 550402118.0 718350808.0 760312910.0 534320108.0 732890760.0 598856958.0 541171414.0 772063894.0
20 763175588.0 757494402.0 545703732.0 551946766.0 574736190.0 748106184.0 585936750.0 817406240.0 650209728.0 732859820.0
40 614463892.0 537649952.0 751440130.0 748604906.0 745315004.0 540352666.0 749208054.0 612024252.0 832331612.0 707614712.0
60 610203062.0 714394884.0 590859318.0 546855918.0 787744622.0 728540008.0 533883840.0 865556622.0 736840160.0 700902118.0
80 522057312.0 746488750.0 583882782.0 725793880.0 563587374.0 582512056.0 745130330.0 699056134.0 628228888.0 750780632.0
100 664111350.0 799199016.0 689128860.0 510139378.0 663479964.0 514507182.0 504867244.0 679313908.0 736592738.0 738175830.0
120 517124608.0 696039904.0 652168916.0 768723634.0 765334556.0 556708712.0 703092278.0 703445932.0 593585286.0 832039572.0
140 686311682.0 501897256.0 786545606.0 725594296.0 712635574.0 703930108.0 495807368.0 788301024.0 778013824.0 717372236.0
160 1503263664.0 1514959152.0 1507309090.0 1600210500.0 1519696262.0 1486756600.0 1556990652.0 1520312780.0 1509412982.0 1489118596.0
180 1355479622.0 1337286482.0 1354064264.0 1329347068.0 1346660868.0 1322059802.0 1347013934.0 1366055628.0 1306106858.0 1336920732.0
200 1216828340.0 1235757908.0 1193635842.0 1182442380.0 1193609662.0 1207967460.0 1193427942.0 1211044436.0 1227109044.0 1203327202.0
220 1074799558.0 1118280996.0 1101306934.0 1078857500.0 1079713936.0 1084157130.0 1095175732.0 1078745066.0 1084335910.0 1089017762.0
240 1020778206.0 1006097106.0 985622246.0 986571292.0 1009721286.0 1009669178.0 1010773960.0 1012408264.0 984142810.0 980105210.0
260 935564000.0 924332402.0 930639094.0 954617258.0 952100800.0 908909512.0 922955278.0 946828568.0 933329376.0 935538828.0
280 856679726.0 868251258.0 873930680.0 873075980.0 886580254.0 865518080.0 876856540.0 864117800.0 839232842.0 874176366.0
300 815010966.0 805434532.0 812633850.0 820398964.0 803342064.0 790827282.0 807522842.0 811534010.0 830798724.0 815258640.0
320 743142190.0 735277018.0 765855538.0 780951584.0 762266456.0 740370652.0 773776318.0 756322854.0 767376078.0 766052868.0
340 706344674.0 718538926.0 701038786.0 701810200.0 702641926.0 711623318.0 717089604.0 701005326.0 712683734.0 715132194.0
360 672412776.0 678556466.0 663937666.0 669492684.0 666065736.0 671920620.0 656711650.0 676960690.0 670100998.0 666727474.0
380 639694314.0 615643210.0 619489122.0 621256258.0 619799880.0 624105552.0 637264362.0 628496904.0 641279030.0 631270542.0
400 609520618.0 606961810.0 584869782.0 599846618.0 606680676.0 605504564.0 602908362.0 593139400.0 602529732.0 589921066.0
