1 850.75 844.75 846.75 846.75 845.5 846.75 847.0 845.75 848.5 846.75
2 973.5 974.75 835.0 974.75 809.0 973.75 833.25 925.25 845.5 971.75
4 696.0 696.75 696.75 696.75 692.75 692.75 696.5 692.75 696.5 696.75
6 705.75 705.75 705.75 703.0 705.75 705.75 702.75 705.75 705.75 703.0
8 715.5 715.0 714.75 714.75 714.75 715.0 713.5 713.75 714.75 712.75
10 714.75 714.75 714.75 715.0 714.75 714.75 714.75 712.75 714.75 714.75
12 714.0 713.75 711.75 713.75 713.75 713.75 713.75 713.75 711.75 713.75
14 713.0 713.0 713.5 710.75 710.75 713.25 713.75 710.75 710.75 712.75
16 712.75 713.0 712.75 712.75 712.75 712.75 710.75 711.75 709.75 712.75
18 710.75 713.75 714.0 710.5 713.75 713.75 713.5 713.75 713.75 710.75
