1 23633890.0 16503242.0 20255172.0 21433860.0 14793856.0 10576062.0 13362090.0 11896360.0 19698560.0 24457902.0
2 96296144.0 99613136.0 274521002.0 318475108.0 79629200.0 140663544.0 232508668.0 169868118.0 269282902.0 103123174.0
4 122220.0 137970.0 69790.0 95214.0 69790.0 126994.0 94122.0 132706.0 228172.0 173082.0
6 552636.0 453320.0 316190.0 366058.0 276234.0 305872.0 340550.0 475720.0 664174.0 336266.0
8 2929024.0 2289042.0 2616166.0 2751098.0 3005702.0 2524074.0 2548658.0 3080098.0 2543702.0 2131010.0
10 5506984.0 6700050.0 7164850.0 6273666.0 5502756.0 6450486.0 6234928.0 6131622.0 5413016.0 5948208.0
12 9888732.0 12383966.0 10351404.0 12320462.0 9937606.0 21302232.0 12101348.0 10024588.0 18529196.0 11682706.0
14 16842434.0 18675832.0 15850282.0 16213666.0 21941052.0 17400740.0 18292554.0 21408058.0 18027786.0 20871228.0
16 21785036.0 19615652.0 20351996.0 21695128.0 19571874.0 21260316.0 21662186.0 20662922.0 21000126.0 20505366.0
18 25896080.0 20944938.0 25003188.0 27740594.0 21364630.0 24150112.0 22074276.0 18635498.0 28752850.0 21950530.0
